index,country,city,latitude,longitude,altitude
4950,Iran,Ahvaz,31.3291667,48.6911125,43
5893,Latvia,Aizkraukle,56.6,25.1833324,43
6858,Moldova,Bugeac,46.3658333,28.6633339,43
7051,New Zealand,Greymouth,-42.4666667,171.1999969,43
7104,New Zealand,Opunake,-39.4555556,173.8583374,43
8002,Philippines,Capas,15.3275,120.5908356,43
8214,Qatar,Al Kharrarah,24.9044444,51.1749992,43
8609,Senegal,Mbake,14.7903186,-15.9080315,43
8620,Senegal,Mekhe,15.1166667,-16.6333332,43
9333,Sweden,Kristinehamn,59.3097768,14.1080761,43
9873,Tunisia,Nefta,33.8741667,7.8797221,43
9887,Tunisia,Manzil Bu Zalafah,36.6833333,10.583333,43
10176,Uruguay,Fray Bentos,-33.1325,-58.2955551,43
10242,Uruguay,Las Piedras,-30.2333333,-57.5833321,43
8947,Korea,Hwawon,35.8016667,128.5008392,44
3888,Gambia,Jassong,13.4,-15.3166666,44
890,Azerbaijan,Aran,40.6252778,46.9755554,44
2368,Colombi,Maicao,11.3841667,-72.2441635,44
2745,Cuba,Pinar del Rio,22.4175,-83.6980591,44
2759,Cuba,Artemisa,22.8130556,-82.7619476,44
2861,Cyprus,Avgorou,35.0375,33.8333321,44
3047,Denmark,Roskilde,55.6415192,12.0803471,44
3281,Ecuador,Yaguachi,-2.1166667,-79.6833344,44
3327,Ecuador,Colimes,-1.55,-80.0166702,44
3431,Estonia,Viimsi,59.4966667,24.8422222,44
3739,France,Drancy,48.9333333,2.45,44
4461,Honduras,Ciudad Choluteca,13.3002778,-87.190834,44
5148,Ireland,Mainister na Corann,51.9094444,-8.1736107,44
5350,Italy,Piacenza,45.046765,9.6993656,44
5548,Japan,Kasugai,35.2476212,136.97229,44
6055,Lithuania,Taurage,55.2522222,22.2897224,44
6476,Maldives,Semenyih,2.95,101.8499985,44
6502,Maldives,Batu Gajah,4.4666667,101.0500031,44
7113,New Zealand,Takaka,-40.85,172.8000031,44
7718,Paraguay,Concepcion,-23.4063889,-57.4344444,44
8108,Portugal,Coimbra,40.2,-8.416667,44
8520,Samoa,Gataivai,-13.75,-172.3833313,44
9842,Tunisia,Masakin,35.7333333,10.583333,44
9922,Tunisia,Zawiyat al Jadidi,36.65,10.583333,44
10199,Uruguay,Castillos,-34.1666667,-53.8333321,44
10246,Uruguay,Pajas Blancas,-34.8016667,-56.3341675,44
8912,Korea,Uijongbu,37.7486111,127.038887,45
8964,Korea,Yoju,37.2938889,127.6377792,45
896,Azerbaijan,Ceyranbatan,40.5408333,49.6597214,45
1016,Barbados,Greenland,13.25,-59.5666656,45
1669,Brunei,Bangar,4.7166667,115.0666656,45
1961,Canada,Halifax,44.6519862,-63.5968475,45
2278,China,Xuzhou,34.2669444,117.1916656,45
2363,Colombi,Barrancabermeja,7.0652778,-73.8547211,45
3074,Denmark,Birkerod,55.8475902,12.4279079,45
3155,Netherlands,Enschede,52.218333,6.895833,45
3313,Ecuador,Alfredo Baquerizo Moreno,-1.9166667,-79.5166702,45
3428,Estonia,Pussi,59.36,27.0497227,45
3457,Estonia,Tabivere,58.5541667,26.5955563,45
3704,France,Perpignan,42.6976397,2.8954124,45
3756,France,Cergy-Pontoise,49.0411735,2.0810723,45
4460,Honduras,El Progreso,15.4,-87.8000031,45
5531,Japan,Iwaki,37.05,140.8833313,45
5569,Japan,Fuchu,35.6666667,139.4833374,45
5849,Kuwait,Sabah as Salim,29.2572222,48.0572205,45
6480,Maldives,Ulu Tiram,1.6,103.8166656,45
6810,Moldova,Soroca,48.1558333,28.2975006,45
6816,Moldova,Ceadir-Lunga,46.055,28.8302784,45
7079,New Zealand,Otorohanga,-38.1833333,175.1999969,45
7468,Pakistan,Larkana,27.55,68.2166672,45
8377,Russia,Nizhnevartovsk,60.9333333,76.5666656,45
9022,Spain,Nou Barris,41.4416326,2.1772671,45
9315,Sweden,Lidkoping,58.5051747,13.1576509,45
8901,Korea,Seoul,37.5663889,126.9997253,46
3872,Gambia,Bajana,13.3166667,-15.8833332,46
1661,United Kingdom,Stockton-on-Tees,54.5833333,-1.4166667,46
1780,Myanmar,Myingyan,21.4666667,95.3833313,46
2006,Canada,North Vancouver,49.3163619,-123.0693436,46
2013,Canada,Joliette,46.0167719,-73.4491577,46
2039,Canada,Parksville,49.3163258,-124.3194504,46
2258,China,Changsha,28.2,112.9666672,46
2306,China,Yantai,37.5333333,121.4000015,46
2741,Cuba,Guantanamo,20.1444444,-75.2091675,46
2801,Cuba,Encrucijada,22.6169444,-79.871109,46
2872,Cyprus,Moutayiaka,34.7208333,33.0999985,46
2879,Cyprus,Ayios Tykhonas,34.725,33.1416664,46
3092,Denmark,Vaerlose,55.7833333,12.3833332,46
3473,Estonia,Kiili,59.3069444,24.8377781,46
3777,Gabon,Lambarene,-0.7,10.2166672,46
3948,Georgia,Kulashi,42.2041667,42.3566666,46
3973,Germany,Koeln,50.9333333,6.9499998,46
4319,Guatemala,El Estor,15.5333333,-89.3499985,46
4937,Indonesia,Pangkalpinang,-2.1333333,106.1333313,46
5364,Italy,Pistoia,43.92125,10.9236116,46
5922,Latvia,Kegums,56.7441667,24.7158337,46
6493,Maldives,Kampong Dungun,3.2166667,101.3166656,46
7363,Norway,Haeju,38.0405556,125.7147217,46
7722,Paraguay,Ayolas,-27.4,-56.9000015,46
8578,Samoa,Poutasi,-14.0166667,-171.6833344,46
8634,Senegal,Rosso,16.5,-15.8166666,46
8737,Slovenia,Jagodje,45.5322222,13.6549997,46
9321,Sweden,Visby,57.6408932,18.2960243,46
9344,Sweden,Mariestad,58.7097125,13.8236656,46
10094,Ukraine,Mykolayiv,46.9666667,32,46
10387,Vietnam,Yen Bai,21.7,104.8666687,46
3863,Gambia,Daru Rilwan,13.55,-15.9833336,47
854,Azerbaijan,Binaqadi,40.4758333,49.8222237,47
1572,United Kingdom,Bristol,51.45,-2.5833333,47
1749,Bulgaria,Sredets,42.3488889,27.1941662,47
1842,Cambodia,Phnum Tbeng Meanchey,13.8166667,104.9666672,47
1952,Canada,Montreal,45.5167792,-73.6491776,47
1958,Canada,Quebec,46.8122791,-71.2145386,47
2315,China,Zibo,36.7905556,118.0633316,47
3244,Ecuador,Guayaquil,-2.1666667,-79.9000015,47
3419,Estonia,Kose,59.4580556,24.878334,47
3465,Estonia,Vaida,59.2905556,24.9658337,47
3947,Georgia,Makhinjauri,41.6752778,41.6947212,47
4156,Greece,Aigaleo,37.9833333,23.6833324,47
4827,India,Tirunelveli,8.7333333,77.6999969,47
4906,Indonesia,Serang,-6.1127778,106.1477814,47
5123,Ireland,Ceatharlach,52.8408333,-6.9261112,47
5141,Ireland,Cobh,51.8572222,-8.2991667,47
5240,Israel,Yavne,31.8763889,34.7400017,47
5258,Israel,Qalansuwa,32.2847222,34.9797211,47
5850,Kuwait,Al Farwaniyah,29.2775,47.9586105,47
5938,Latvia,Strenci,57.625736,25.6853485,47
6443,Maldives,Ipoh,4.5833333,101.0833359,47
6955,Mozambique,Maputo,-25.9652778,32.5891685,47
7125,Nicaragua,Granada,11.9333333,-85.9499969,47
7949,Philippines,San Mateo,14.6969444,121.1219406,47
8209,Qatar,Umm Bab,25.2141667,50.8072205,47
9098,Sri Lanka,Battaramulla,6.9,79.9166641,47
9274,Sweden,Lund,55.7028025,13.1927347,47
9357,Sweden,Balsta,59.5670983,17.5278072,47
9891,Tunisia,Menzel Abderhaman,37.2336111,9.8633337,47
10091,Ukraine,Odesa,46.4774726,30.7326221,47
10159,Uruguay,Salto,-31.3833333,-57.9666672,47
126,Albania,Rrogozhine,41.0763889,19.6652775,48
433,Argentina,Resistencia,-27.45,-58.9833336,48
965,Bangladesh,Khagrachari,23.1,91.9666672,48
1108,Belgium,Brussels,50.8465975,4.3527746,48
1155,Belgium,Lommel,51.2333333,5.3000002,48
2249,China,Shenyang,41.7922222,123.4327774,48
2448,Comoros,Mitsamiouli,-11.3847222,43.2844429,48
2771,Cuba,Banes,20.9625,-75.7186127,48
2858,Cyprus,Trikomo,35.2875,33.8916664,48
3447,Estonia,Kuusalu,59.4438889,25.4413891,48
4020,Germany,Leverkusen,51.0333333,7,48
5030,Iran,Minab,27.1467,57.080101,48
5131,Ireland,Leixlip,53.3658333,-6.4955554,48
5168,Ireland,Tuaim,53.5166667,-8.8500004,48
5270,Israel,Kabul,32.8666667,35.2130547,48
5327,Italy,Parma,44.802665,10.3289843,48
5529,Japan,Toyota,35.0833333,137.1499939,48
5899,Latvia,Lielvarde,56.7225,24.8050003,48
6041,Lithuania,Kaunas,54.9,23.8999996,48
6561,Malta,Kayes Ndi,14.4666667,-11.4333334,48
6611,Mauritius,Riviere du Rempart,-20.1030556,57.6847229,48
7021,New Zealand,Manakau,-40.7166667,175.2166595,48
7531,Pakistan,Shahdadkot,27.85,67.9000015,48
7706,Paraguay,Lambare,-25.35,-57.6500015,48
7714,Paraguay,San Antonio,-25.3833333,-57.6333351,48
7912,Philippines,San Jose del Monte,14.8138889,121.0452805,48
8508,Samoa,Siusega,-13.8333333,-171.8166656,48
9051,Spain,San Fernando,36.4666667,-6.1999998,48
9293,Sweden,Tumba,59.1985759,17.8331718,48
9341,Sweden,Lerum,57.7705068,12.2690353,48
9354,Sweden,Arvika,59.6552818,12.5851822,48
9669,Tanzania,Mkuranga,-7.1166667,39.2000008,48
9909,Tunisia,Manzil Kamil,35.6333333,10.666667,48
9951,Turkey,Sakarya,40.7805556,30.4033337,48
10191,Uruguay,Bella Union,-30.25,-57.5833321,48
10220,Uruguay,San Jacinto,-34.55,-55.8833351,48
8948,Korea,Pubal,37.2916667,127.5077744,49
3829,Gambia,Galleh Manda,13.4333333,-14.7833328,49
3809,Gambia,Gambissara,13.2333333,-14.3166666,49
142,Albania,Milot,41.6838889,19.7155552,49
680,Australia,Nerang,-27.9833333,153.3333282,49
1760,Bulgaria,Devnya,43.2222222,27.5694447,49
2923,Cyprus,Mazotos,34.8083333,33.4874992,49
3080,Denmark,Lillerod,55.8749617,12.3457899,49
3474,Estonia,Lagedi,59.4055556,24.9422226,49
3695,France,Tours,47.3833333,0.6833333,49
4004,Germany,Neustadt,52.15,11.6333332,49
4345,Guyana,Linden,6,-58.2999992,49
5135,Ireland,Castlebar,53.85,-9.3000002,49
5378,Italy,Gela,37.08034,14.2306747,49
5525,Japan,Fukuyama,34.4833333,133.3666687,49
5578,Japan,Takarazuka,34.7993561,135.3569641,49
5909,Latvia,Kandava,57.0333333,22.7666664,49
6026,Libya,Jalu,29.0333333,21.5499992,49
6791,Micronesia,Weno,7.4458333,151.8500061,49
7047,New Zealand,Oamaru,-45.0783623,170.9800873,49
7577,Panama,Chilibre,9.15,-79.6166687,49
7654,Panama,Santo Domingo,7.75,-80.25,49
7948,Philippines,Rodriguez,14.7325,121.1449966,49
8177,Portugal,Entroncamento,39.4666667,-8.4666672,49
8238,Romania,Focsani,45.7,27.1833324,49
8334,Russia,Khabarovsk Vtoroy,48.4430556,135.1355591,49
9036,Spain,Santa Coloma de Gramenet,41.4515243,2.2081017,49
9100,Sri Lanka,Maharagama,6.8461111,79.9280548,49
9281,Sweden,Karlstad,59.3792996,13.5035706,49
9880,Tunisia,Kebili,33.7019444,8.9736109,49
10007,Turkey,Eregli,41.2894444,31.4180565,49
10212,Uruguay,Tala,-34.35,-55.7666664,49
10281,Venezuela,Puerto Cabello,10.4730556,-68.0124969,49
8907,Korea,Songnam,37.4386111,127.1377792,50
492,Argentina,Villa Constitucion,-33.2333333,-60.3333321,50
1171,Belgium,Aarschot,50.9833333,4.8333335,50
1792,Myanmar,Magway,20.15,94.9166641,50
2059,Cape Verde,Ponta do Sol,17.2,-25.1000004,50
2218,Chile,Nueva Imperial,-38.7333333,-72.9499969,50
2223,Chile,La Laja,-37.2666667,-72.6999969,50
2442,Comoros,Sima,-12.1955556,44.2766685,50
3058,Denmark,Slagelse,55.4027616,11.3545904,50
3600,Finland,Seinajoki,62.8,22.833334,50
3655,Finland,Nurmo,62.8333333,22.8999996,50
3693,France,Le Mans,48,0.2,50
4159,Greece,Palaion Faliron,37.9333333,23.7000008,50
4757,India,Patna,25.6,85.1166687,50
4845,Indonesia,Medan,3.5833333,98.6666641,50
4894,Indonesia,Curug,-6.2658333,106.5563889,50
5955,Latvia,Seme,57.0422222,23.1277771,50
6021,Libya,Suluq,31.6686111,20.25,50
7033,New Zealand,Whangarei,-35.7316731,174.3239136,50
7103,New Zealand,Coromandel,-36.7666667,175.5,50
7122,Nicaragua,Chinandega,12.6166667,-87.1500015,50
7128,Nicaragua,El Viejo,12.6666667,-87.1666641,50
7501,Pakistan,Khairpur,27.5333333,68.7666702,50
7665,Papua New Guinea,Port Moresby,-9.4647222,147.1925049,50
7908,Philippines,Mansilingan,10.6311111,122.9788895,50
7954,Philippines,Koronadal,6.5030556,124.8469467,50
8007,Poland,Poznan,52.4166667,16.9666672,50
8035,Poland,Wloclawek,52.65,19.0333328,50
9014,Spain,Jerez de la Frontera,36.6833333,-6.1333332,50
9359,Sweden,Skoghall,59.3232395,13.4655151,50
9875,Tunisia,Menzel Jemil,37.2358333,9.9174995,50
9978,Turkey,Edirne,41.6771911,26.5559731,50
10160,Uruguay,Paysandu,-32.3213889,-58.0755539,50
10179,Uruguay,La Paz,-34.7616667,-56.2236099,50
10254,Uruguay,Montes,-34.5,-55.5833321,50
8916,Korea,Yosu,34.7441667,127.7377777,51
1168,Belgium,Zaventem,50.8833333,4.4666667,51
1542,Brazil,Viamao,-30.0811111,-51.0233345,51
1585,United Kingdom,Reading,51.4333333,-1,51
1718,Bulgaria,Svilengrad,41.7666667,26.2000008,51
2431,Colombi,El Bagre,7.5941667,-74.8119431,51
2653,Croatia,Dubrovnik,42.6480701,18.092165,51
3062,Denmark,Hillerod,55.9266656,12.3109102,51
3430,Estonia,Arukula,59.3644444,25.0772228,51
3444,Estonia,Raasiku,59.3663889,25.1830559,51
3607,Finland,Vihti,60.4166667,24.333334,51
3653,Finland,Kiiminki,65.1333333,25.7333336,51
3993,Germany,Gelsenkirchen-Alt,51.5166667,7.1166668,51
4399,Haiti,Anse Rouge,19.6333333,-73.0500031,51
4669,Iceland,Egilsstadir,65.265327,-14.3948364,51
5052,Iraq,An Najaf,31.9961111,44.314724,51
5058,Iraq,Ar Ramadi,33.423537,43.3092957,51
5095,Iraq,Ad Dujayl,33.8466667,44.2344437,51
5859,Kuwait,Janub as Surrah,29.2691667,47.978054,51
5946,Latvia,Staicele,57.8363889,24.75,51
6122,Lithuania,Gelgaudiskis,55.0791667,22.9758339,51
6507,Maldives,Lumut,4.2333333,100.6333313,51
6852,Moldova,Cantemir,46.2780556,28.2008324,51
7019,New Zealand,Wellington,-41.2785362,174.7766418,51
7052,New Zealand,Waiuku,-37.25,174.75,51
8173,Portugal,Laranjeiro,37.0666667,-7.8000002,51
8494,El Salvador,Pasaquina,13.5844444,-87.8411102,51
9324,Sweden,Katrineholm,58.9958694,16.2072048,51
9742,Thailand,Phra Phutthabat,14.7166667,100.8000031,51
9867,Tunisia,Mateur,37.04,9.6663885,51
9916,Tunisia,El Golaa,33.4833333,9.0036116,51
10204,Uruguay,San Ramon,-34.3,-55.9666672,51
8961,Korea,Hayang,35.9133333,128.8200073,52
3831,Gambia,Kaiaf,13.4,-15.6166668,52
435,Argentina,Corrientes,-27.4666667,-58.8333321,52
877,Azerbaijan,Ramana,40.4422222,49.9805565,52
1790,Myanmar,Thayetmyo,19.3166667,95.1833344,52
2316,China,Puyang,35.7027778,115.0052795,52
2622,Costa Rica,Upala,10.9,-85.0333328,52
2673,Croatia,Trogir,43.5125,16.251667,52
2844,Cyprus,Morphou,35.1980556,32.9913902,52
3046,Denmark,Herning,56.1393151,8.9737806,52
3391,Estonia,Kivioli,59.3530556,26.9711113,52
4142,Greece,Patrai,38.2444444,21.7344437,52
4149,Greece,Volos,39.3666667,22.9458332,52
4969,Iran,Sari,36.5677778,53.0586128,52
5169,Ireland,Gorey,52.6747222,-6.2925,52
5215,Israel,Bat Yam,32.0230556,34.7502785,52
5445,Jamaica,Lacovia,18.0666667,-77.75,52
5935,Latvia,Seda,57.65,25.75,52
6120,Lithuania,Kudirkos Naumiestis,54.7730556,22.8630562,52
6802,Moldova,Chisinau,47.0055556,28.8575001,52
7894,Peru,Camana,-16.6227778,-72.711113,52
8324,Russia,Volgograd,48.8047222,44.5858345,52
8589,Samoa,Lalovi,-13.85,-172.0333405,52
9323,Sweden,Kungalv,57.870962,11.9805374,52
9918,Tunisia,Sidi `Ulwan,35.3833333,10.9333334,52
10228,Uruguay,Constitucion,-31.0833333,-57.8333321,52
10233,Uruguay,Rodriguez,-34.3827778,-56.5416679,52
10337,Venezuela,Zaraza,9.35,-65.3166656,52
3883,Gambia,Sulolor,13.45,-14.666667,53
1010,Barbados,Oistins,13.0666667,-59.5333328,53
1166,Belgium,Asse,50.9166667,4.1999998,53
1218,Benin,Cotonou,6.35,2.4333334,53
1649,United Kingdom,Bedford,52.1345944,-0.4663181,53
1662,United Kingdom,Wakefield,53.6833141,-1.4976811,53
1830,Myanmar,Pagan,21.1666667,94.8666687,53
2211,Chile,San Javier,-35.6,-71.75,53
2332,China,Luancheng,37.8791667,114.6516647,53
2744,Cuba,Bayamo,20.3791667,-76.6433334,53
2793,Cuba,Union de Reyes,22.7952778,-81.5374985,53
2862,Cyprus,Liopetri,35.0083333,33.8916664,53
2933,Cyprus,Anaphotia,34.825,33.4625015,53
3207,Netherlands,Sittard,50.998333,5.8694439,53
3388,Estonia,Johvi,59.3591667,27.4211102,53
3396,Estonia,Elva,58.2225,26.4211102,53
3729,France,Beziers,43.35,3.25,53
4055,Germany,Schwerin,53.6333333,11.3833332,53
4785,India,Guwahati,26.1861736,91.750946,53
5082,Iraq,Balad,34.0163889,44.146389,53
5129,Ireland,Letterkenny,54.95,-7.7333331,53
5282,Israel,Pardesiyya,32.3,34.9166679,53
5318,Italy,Trieste,45.6486111,13.7799997,53
5335,Italy,Siracusa,37.085147,15.2729959,53
5365,Italy,Lecce,40.357027,18.1720238,53
5406,Jamaica,Montego Bay,18.4666667,-77.9166641,53
5942,Latvia,Valdemarpils,57.3666667,22.583334,53
6652,Mauritius,Plaines des Roches,-20.1116667,57.690834,53
7121,Nicaragua,Tipitapa,12.2005556,-86.0938873,53
7898,Peru,Chongoyape,-6.6405556,-79.3891678,53
9349,Sweden,Kinna,57.5072824,12.6946268,53
9998,Turkey,Rize,41.0208333,40.521946,53
10169,Uruguay,San Jose de Mayo,-34.3375,-56.7136116,53
10184,Uruguay,Progreso,-34.665,-56.2194443,53
3853,Gambia,Brifu,13.5,-13.9333334,54
436,Argentina,Posadas,-27.3833333,-55.8833351,54
855,Azerbaijan,Xudat,41.6280556,48.6827774,54
1153,Belgium,Wavre,50.7166667,4.6166668,54
1896,Cameroon,Muyuka,4.2972222,9.4055557,54
2163,Chile,Punta Arenas,-53.15,-70.9166641,54
3103,Denmark,Haslev,55.323465,11.963891,54
3279,Ecuador,Naranjal,-2.6666667,-79.6166687,54
3335,Ecuador,Lomas de Sargentillo,-1.8833333,-80.0833359,54
3471,Estonia,Palivere,58.9702778,23.9033337,54
3673,France,Marseille,43.3,5.4000001,54
3980,Germany,Hannover,52.3705163,9.7332211,54
3988,Germany,Bonn,50.7333333,7.0999999,54
4061,Germany,Lunen,51.6166667,7.5166669,54
4469,Honduras,Tocoa,15.6833333,-86,54
4902,Indonesia,Cikupa,-6.2363889,106.5083313,54
4923,Indonesia,Bitung,1.4411111,125.1572189,54
5125,Ireland,Cill Droichid,53.3386111,-6.543611,54
5194,Ireland,Bealach Feich,54.8,-7.7833333,54
5312,Italy,Bologna,44.4938115,11.3387489,54
5402,Jamaica,Kingston,17.9970194,-76.7935791,54
5411,Jamaica,Half Way Tree,18,-76.8000031,54
5698,Kazakhstan,Aral,46.8,61.6666679,54
5908,Latvia,Rujiena,57.9,25.3166676,54
6501,Maldives,Bedung,5.7333333,100.5166702,54
6886,Morocco,Rabat,34.02,-6.8299999,54
7004,Nepa,Jaleswar,26.6333333,85.8000031,54
7083,New Zealand,Winton,-46.15,168.3333282,54
7192,Nicaragua,Tisma,12.0838889,-86.0175018,54
8184,Portugal,Pedroso,41.4166667,-8.75,54
8312,Romania,Corabia,43.7833333,24.5,54
9657,Tanzania,Mvomero,-6.25,38.6666679,54
9764,Thailand,Sungai Kolok,6.0266667,101.9677811,54
9770,Thailand,Ban Na,17.0305556,99.7525024,54
9883,Tunisia,Al Wardanin,35.7166667,10.666667,54
9888,Tunisia,Al `Aliyah,37.1666667,10.0333328,54
10190,Uruguay,Paso de los Toros,-32.8166667,-56.5166664,54
8904,Korea,Taejon,36.3213889,127.4197235,55
441,Argentina,Formosa,-26.1833333,-58.1833344,55
1219,Benin,Abomey-Calavi,6.45,2.3499999,55
1369,Bosnia and Herzegovina,Mostar,43.3433333,17.8080559,55
1740,Bulgaria,Levski,43.3666667,25.1333332,55
2402,Colombi,Fundacion,10.5213889,-74.1866684,55
2750,Cuba,Sancti Spiritus,21.9297222,-79.4424973,55
2762,Cuba,Colon,22.7191667,-80.9058304,55
2779,Cuba,San Antonio de los Banos,22.8911111,-82.4991684,55
3071,Denmark,Ringsted,55.4425992,11.7901058,55
3258,Ecuador,Babahoyo,-1.8166667,-79.5166702,55
3452,Estonia,Kohtla-Nomme,59.3516667,27.1749992,55
3762,France,Sartrouville,48.95,2.1833334,55
4724,Iceland,Eidar,65.3666667,-14.3500004,55
4916,Indonesia,Astanajapura,-6.8,108.5999985,55
5220,Israel,Hadera,32.4352778,34.9174995,55
5261,Israel,Gan Yavne,31.7833333,34.7166672,55
5494,Japan,Sendai,38.2547222,140.8847198,55
5884,Latvia,Dobele,56.625,23.2786102,55
6080,Lithuania,Pasvalys,56.0594444,24.4036102,55
6508,Maldives,Kuala Kangsar,4.7666667,100.9333344,55
6836,Moldova,Rezina,47.7491667,28.9622231,55
7062,New Zealand,Balclutha,-46.2338889,169.75,55
7703,Paraguay,Asuncion,-25.2666667,-57.6666679,55
7750,Paraguay,Nanawa,-25.2666667,-57.6666679,55
8053,Poland,Pila,53.15,16.75,55
8100,Poland,Wejherowo,54.6,18.2333336,55
8160,Portugal,Charneca,38.6166667,-9.1833334,55
10110,Ukraine,,48.8666667,37.6166649,55
10264,Venezuela,Maturin,9.75,-63.1766663,55
8935,Korea,Namyangju,37.6366667,127.2141647,56
640,Australia,Taree,-31.9,152.4666595,56
833,Azerbaijan,Amircan,40.4263889,49.9836121,56
1642,United Kingdom,Maidstone,51.2666667,0.5166667,56
1806,Myanmar,Myaydo,19.3666667,95.2166672,56
3590,Finland,Jarvenpaa,60.4666667,25.1000004,56
3748,France,La Roche-sur-Yon,46.6666667,-1.4333333,56
3992,Germany,Munster,51.9623559,7.6257133,56
4236,Greece,Thermi,40.55,23.0166664,56
4371,Haiti,Desarmes,18.9916667,-72.3888855,56
4836,India,Mangalore,12.8666667,74.8833313,56
4883,Indonesia,Binjai,3.6,98.5,56
5466,Jamaica,Bath,17.95,-76.3499985,56
5963,Latvia,Kaive,57.0605556,23.0272217,56
5966,Lebanon,Beirut,33.8719444,35.5097237,56
6672,Mauritius,Grande Riviere Sud Est,-20.2861111,57.7758331,56
6674,Mauritius,Esperance Trebuchet,-20.0697222,57.6419449,56
6902,Morocco,Larache,35.19,-6.1500001,56
6972,Mozambique,Mocuba,-16.8402778,38.2569427,56
7568,Panama,David,8.4333333,-82.4333344,56
7711,Paraguay,Colonia Mariano Roque Alonso,-25.1666667,-57.5499992,56
7731,Paraguay,Ypacarai,-25.3833333,-57.2666664,56
7784,Paraguay,Antequera,-24.1333333,-57.0833321,56
7990,Philippines,Norzagaray,14.9105556,121.0488892,56
8103,Portugal,Lisbon,38.7166667,-9.1333332,56
9033,Spain,Tarragona,41.1166667,1.25,56
9288,Sweden,Trollhattan,58.2836544,12.2886372,56
9342,Sweden,Eslov,55.8392774,13.3039284,56
9988,Turkey,Turgutlu,38.5008333,27.7058334,56
9989,Turkey,Zonguldak,41.4555556,31.7897224,56
8952,Korea,Sangju,36.4152778,128.160553,57
106,Albania,Shijak,41.3455556,19.5672226,57
246,Algeria,Sidi Moussa,36.6044444,3.0902779,57
458,Argentina,Pergamino,-33.8925,-60.5724983,57
1157,Belgium,Tienen,50.8,4.9499998,57
1190,Belgium,Oupeye,50.7,5.6500001,57
1217,Belize,Valley of Peace,17.3347222,-88.8347244,57
2053,Cape Verde,Santa Cruz,15.1333333,-23.5666676,57
2186,Chile,Constitucion,-35.3333333,-72.4166641,57
2384,Colombi,Apartado,7.8855556,-76.6347198,57
2476,Comoros,Magnassini-Nindri,-12.2780556,44.4158325,57
2585,Costa Rica,Santa Cruz,10.2666667,-85.5833359,57
3365,Equatorial Guinea,Rio Campo,2.3333333,9.8166666,57
3409,Estonia,Kehra,59.3361111,25.3211117,57
3601,Finland,Kerava,60.4,25.1166668,57
3648,Finland,Ylivieska,64.0833333,24.5499992,57
3722,France,Aulnay-sous-Bois,48.95,2.5166667,57
4029,Germany,Wolfsburg,52.4333333,10.8000002,57
4935,Indonesia,Jombang,-7.5459539,112.2330704,57
4994,Iran,Gonbad-e Kavus,37.255,55.1713905,57
5107,Ireland,Cork,51.8986111,-8.4958334,57
5130,Ireland,Baile Atha Luain,53.4333333,-7.9499998,57
5145,Ireland,Inis Corthaidh,52.5008333,-6.5577779,57
5290,Israel,Kefar Habad,31.9866667,34.8511124,57
6967,Mozambique,Dondo,-19.6094444,34.7430573,57
7037,New Zealand,Upper Hutt,-41.1382712,175.0502014,57
7591,Panama,Penonome,8.5166667,-80.3666687,57
8283,Romania,Voluntari,44.4666667,26.1333332,57
8523,Samoa,Levi,-13.9166667,-172,57
8550,Samoa,Vaovai,-14.0166667,-171.6499939,57
9313,Sweden,Nacka,59.310527,18.1637154,57
8929,Korea,Kyongsan,35.8233333,128.7377777,58
88,Albania,Vlore,40.4666667,19.4897213,58
511,Argentina,Larroque,-33.0333333,-59.0166664,58
609,Australia,Melbourne,-37.8139966,144.9633179,58
1484,Brazil,Teresina,-5.0891667,-42.8019447,58
2418,Colombi,Arjona,10.2544444,-75.3438873,58
4909,Indonesia,Sunggal,3.55,98.6166687,58
5304,Israel,Nehalim,32.0619444,34.913887,58
5325,Italy,Prato,43.88425,11.0909166,58
5366,Italy,Casoria,40.9066368,14.2958736,58
5506,Japan,Kagoshima,31.6,130.5500031,58
5522,Japan,Gifu,35.4229095,136.7603912,58
6445,Maldives,Petaling Jaya,3.1072633,101.6067123,58
6525,Maldives,Tapah Road,4.1666667,101.1999969,58
7069,New Zealand,Warkworth,-36.4,174.6666718,58
7959,Philippines,Tuguegarao City,17.6130556,121.726944,58
8756,Somalia,Mogadishu,2.0666667,45.3666649,58
8788,Somalia,Saacow,1.6333333,42.4500008,58
9910,Tunisia,Bani Hassan,35.5666667,10.8166666,58
10207,Uruguay,Joaquin Suarez,-34.7336111,-56.0366669,58
10249,Uruguay,Veinticinco de Mayo,-34.1891667,-56.3394432,58
507,Argentina,Veinticinco de Mayo,-35.4280556,-60.1741676,59
968,Bangladesh,Panchagarh,26.3333333,88.5666656,59
1140,Belgium,Herstal,50.6666667,5.6333332,59
2631,Costa Rica,Sardinal,10.5166667,-85.6500015,59
2817,Cuba,Colombia,20.9880556,-77.4297256,59
3104,Denmark,Hedensted,55.7704298,9.7010994,59
3404,Estonia,Kunda,59.4841667,26.5611115,59
3626,Finland,Mantsala,60.6333333,25.3166676,59
3747,France,Antony,48.75,2.3,59
4059,Germany,Ratingen,51.2972421,6.8492889,59
5216,Israel,Ramat Gan,32.0805556,34.814167,59
5317,Italy,Messina,38.193268,15.5496902,59
5691,Kazakhstan,Ayteke Bi,45.8536111,62.1561127,59
6511,Maldives,Kampong Baharu Nilai,2.8166667,101.8000031,59
